Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"chromatic-refinement-red","Chromatic Refinement","Red","Omens of the Third Age","OMN193",,Rainbow,,0,,,0,
"chromatic-refinement-yellow","Chromatic Refinement","Yellow","Omens of the Third Age","OMN194",,,,3,,,1,
"chromatic-refinement-yellow","Chromatic Refinement","Yellow","Omens of the Third Age","OMN194",,Rainbow,,1,,,0,
"chromatic-refinement-blue","Chromatic Refinement","Blue","Omens of the Third Age","OMN195",,,,3,,,0,
"chromatic-refinement-blue","Chromatic Refinement","Blue","Omens of the Third Age","OMN195",,Rainbow,,0,,,0,
"chum-friendly-first-mate-yellow","Chum, Friendly First Mate","Yellow","High Seas","SEA050",,,,3,,,0,
"chum-friendly-first-mate-yellow","Chum, Friendly First Mate","Yellow","High Seas","SEA050",,Cold,Full Art,,,,,
"chum-friendly-first-mate-yellow","Chum, Friendly First Mate","Yellow","GEM","GEM046",,Rainbow,Extended Art,,,,,
"cindering-foresight-red","Cindering Foresight","Red","Blaze Silver Age Deck","SBZ014",,,,,,,,
"cindering-foresight-red","Cindering Foresight","Red","History Pack 1","1HP317",,,,0,,,,
"cindering-foresight-red","Cindering Foresight","Red","Crucible of War","CRU165",Unlimited,,,3,,,0,
"cindering-foresight-red","Cindering Foresight","Red","Crucible of War","CRU165",Unlimited,Rainbow,,0,,,0,
"cindering-foresight-red","Cindering Foresight","Red","Crucible of War","CRU165",First,,,,,,,
"cindering-foresight-red","Cindering Foresight","Red","Crucible of War","CRU165",First,Rainbow,,,,,,
"cindering-foresight-red","Cindering Foresight","Red","Tournament Pack","TNP055",,Cold,Full Art,,,,,
"cindering-foresight-yellow","Cindering Foresight","Yellow","Blaze Silver Age Deck","SBZ021",,,,,,,,
"cindering-foresight-yellow","Cindering Foresight","Yellow","History Pack 1","1HP318",,,,1,,,0,
"cindering-foresight-yellow","Cindering Foresight","Yellow","Crucible of War","CRU166",Unlimited,,,3,,,0,
"cindering-foresight-yellow","Cindering Foresight","Yellow","Crucible of War","CRU166",Unlimited,Rainbow,,0,,,0,
"cindering-foresight-yellow","Cindering Foresight","Yellow","Crucible of War","CRU166",First,,,,,,,
"cindering-foresight-yellow","Cindering Foresight","Yellow","Crucible of War","CRU166",First,Rainbow,,,,,,
"cindering-foresight-yellow","Cindering Foresight","Yellow","Tournament Pack","TNP056",,Cold,Full Art,,,,,
"cindering-foresight-blue","Cindering Foresight","Blue","Blaze Silver Age Deck","SBZ027",,,,,,,,
"cindering-foresight-blue","Cindering Foresight","Blue","History Pack 1","1HP319",,,,1,,,0,
"cindering-foresight-blue","Cindering Foresight","Blue","Crucible of War","CRU167",Unlimited,,,3,,,0,
"cindering-foresight-blue","Cindering Foresight","Blue","Crucible of War","CRU167",Unlimited,Rainbow,,0,,,0,
"cindering-foresight-blue","Cindering Foresight","Blue","Crucible of War","CRU167",First,,,,,,,
"cindering-foresight-blue","Cindering Foresight","Blue","Crucible of War","CRU167",First,Rainbow,,,,,,
"cindering-foresight-blue","Cindering Foresight","Blue","Tournament Pack","TNP057",,Cold,Full Art,,,,,
"cinderskin-devotion-red","Cinderskin Devotion","Red","The Hunted","HNT065",,,,6,,,5,
"cinderskin-devotion-red","Cinderskin Devotion","Red","Uprising","UPR063",,,,11,,,10,
"cinderskin-devotion-red","Cinderskin Devotion","Red","Uprising","UPR063",,Rainbow,,2,,,0,
"cinderskin-devotion-red","Cinderskin Devotion","Red","Fai Blitz Deck","FAI016",,,,,,,,
"cinderskin-devotion-yellow","Cinderskin Devotion","Yellow","Uprising","UPR064",,,,9,,,7,
"cinderskin-devotion-yellow","Cinderskin Devotion","Yellow","Uprising","UPR064",,Rainbow,,1,,,0,
"cinderskin-devotion-blue","Cinderskin Devotion","Blue","Fai Silver Age Deck","SFA032",,,,,,,,
"cinderskin-devotion-blue","Cinderskin Devotion","Blue","Uprising","UPR065",,,,7,,,4,
"cinderskin-devotion-blue","Cinderskin Devotion","Blue","Uprising","UPR065",,Rainbow,,0,,,0,
"cinderskin-devotion-blue","Cinderskin Devotion","Blue","Fai Blitz Deck","FAI026",,,,,,,,
"cindra","Cindra","","The Hunted","HNT055",,,,1,,,0,
"cindra","Cindra","","The Hunted","HNT055",,Cold,Extended Art,,,,,
"cindra","Cindra","","The Hunted","HNT055",,Cold,Full Art,,,,,
"cindra","Cindra","","Cindra Blitz Deck","CIN001",,Rainbow,,,,,,
"cindra-dracai-of-retribution","Cindra, Dracai of Retribution","","The Hunted","HNT054",,,,2,,,1,
"cindra-dracai-of-retribution","Cindra, Dracai of Retribution","","The Hunted","HNT054",,Cold,Extended Art,,,,,
"cindra-dracai-of-retribution","Cindra, Dracai of Retribution","","The Hunted","HNT054",,Cold,Full Art,,,,,
"cindra-dracai-of-retribution","Cindra, Dracai of Retribution","","Promos","WIN044",,Cold,,,,,,
"cindra-dracai-of-retribution","Cindra, Dracai of Retribution","","Promos","HER133",,Rainbow,,,,,,
"cindra-dracai-of-retribution","Cindra, Dracai of Retribution","","Promos","HER144",,Rainbow,,,,,,
"cintari-saber","Cintari Saber","","Heavy Hitters","HVY094",,,,10,,,8,
"cintari-saber","Cintari Saber","","Olympia Blitz Deck","OLA002",,,,,,,,
"cintari-saber","Cintari Saber","","Kassai Blitz Deck","KSI002",,,,,,,,
"cintari-saber","Cintari Saber","","History Pack 1","1HP141",,,,1,,,0,
"cintari-saber","Cintari Saber","","History Pack 1","1HP142",,,,2,,,2,
"cintari-saber","Cintari Saber","","Crucible of War","CRU079",Unlimited,,,1,,,0,
"cintari-saber","Cintari Saber","","Crucible of War","CRU080",Unlimited,,,1,,,0,
"cintari-saber","Cintari Saber","","Crucible of War","CRU079",Unlimited,Rainbow,,0,,,0,
"cintari-saber","Cintari Saber","","Crucible of War","CRU080",Unlimited,Rainbow,,1,,,0,
"cintari-saber","Cintari Saber","","Crucible of War","CRU079",First,,,,,,,
"cintari-saber","Cintari Saber","","Crucible of War","CRU080",First,,,,,,,
"cintari-saber","Cintari Saber","","Crucible of War","CRU079",First,Cold,,,,,,
"cintari-saber","Cintari Saber","","Crucible of War","CRU080",First,Cold,,,,,,
"cintari-saber","Cintari Saber","","Promos","FAB184",,Gold,,,,,,
"cintari-saber","Cintari Saber","","Promos","FAB185",,Gold,,,,,,
"cintari-sellsword","Cintari Sellsword","","Heavy Hitters","HVY134",,,,2,,,1,
"cintari-sellsword","Cintari Sellsword","","Promos","FAB191",,Cold,Extended Art,,,,,
"cintari-sellsword","Cintari Sellsword","","Promos","FAB201",,Rainbow,Extended Art,,,,,
"circlet-of-eternal-end","Circlet of Eternal End","","Usurp the Shadow Throne","IAR223",,Rainbow,,,,,,
"circlet-of-eternal-end","Circlet of Eternal End","","Usurp the Shadow Throne","IAR223",,Cold,,,,,,
"circlet-of-eternal-end","Circlet of Eternal End","","Promos","FAB491",,Cold,Full Art,,,,,
"circlet-of-eternal-end","Circlet of Eternal End","","Promos","FAB491",,Cold,Full Art,,,,,
"circular-flowtide-yellow","Circular Flowtide","Yellow","Armory Deck: Zyggy","AZS018",,,,,,,,
"circular-flowtide-yellow","Circular Flowtide","Yellow","Omens of the Third Age","OMN033",,,,2,,,0,
"circular-flowtide-yellow","Circular Flowtide","Yellow","Omens of the Third Age","OMN033",,Cold,Extended Art,,,,,
"civic-duty","Civic Duty","","Round the Table: TCC x LSS","TCC031",,,,,,,,
"civic-duty","Civic Duty","","Promos","LGS208",,Rainbow,,,,,,
"civic-guide","Civic Guide","","Round the Table: TCC x LSS","TCC032",,,,,,,,
"civic-guide","Civic Guide","","Promos","LGS209",,Rainbow,,,,,,
"civic-peak","Civic Peak","","Round the Table: TCC x LSS","TCC030",,,,,,,,
"civic-peak","Civic Peak","","Promos","LGS207",,Rainbow,,,,,,
"civic-steps","Civic Steps","","Round the Table: TCC x LSS","TCC033",,,,,,,,
"civic-steps","Civic Steps","","Promos","JDG034",,Cold,,,,,,
"civic-steps","Civic Steps","","Promos","LGS210",,Rainbow,,,,,,
"clamp-press-blue","Clamp Press","Blue","Armory Deck: Maxx","AMX026",,,,,,,,
"clamp-press-blue","Clamp Press","Blue","Armory Deck: Maxx","AMX026",,Rainbow,,,,,,
"clamp-press-blue","Clamp Press","Blue","GEM","GEM074",,Cold,,1,,,0,
"clamp-press-blue","Clamp Press","Blue","GEM","GEM074",,Rainbow,,0,,,0,
"clap-em-in-irons-blue","Clap 'Em in Irons","Blue","High Seas","SEA209",,,,3,,,0,
"clap-em-in-irons-blue","Clap 'Em in Irons","Blue","High Seas","SEA209",,Rainbow,,0,,,0,
"clarity-potion-blue","Clarity Potion","Blue","Everfest","EVR182",First,,,3,,,0,
"clarity-potion-blue","Clarity Potion","Blue","Everfest","EVR182",First,Cold,,0,,,0,
"clash-of-agility-red","Clash of Agility","Red","Kayo Silver Age Deck","SKA012",,,,,,,,
"clash-of-agility-red","Clash of Agility","Red","Armory Deck: Kayo","AKO008",,,,,,,,
"clash-of-agility-red","Clash of Agility","Red","Heavy Hitters","HVY157",,,,4,,,1,
"clash-of-agility-red","Clash of Agility","Red","Heavy Hitters","HVY157",,Rainbow,,0,,,0,
"clash-of-agility-yellow","Clash of Agility","Yellow","Heavy Hitters","HVY158",,,,3,,,1,
"clash-of-agility-yellow","Clash of Agility","Yellow","Heavy Hitters","HVY158",,Rainbow,,1,,,0,
"clash-of-agility-blue","Clash of Agility","Blue","Heavy Hitters","HVY159",,,,3,,,0,
"clash-of-agility-blue","Clash of Agility","Blue","Heavy Hitters","HVY159",,Rainbow,,0,,,0,
"clash-of-arms-yellow","Clash of Arms","Yellow","Mastery Pack: Guardian","MPG049",,,,0,,,,
"clash-of-arms-yellow","Clash of Arms","Yellow","Mastery Pack: Guardian","MPG049",,Rainbow,,0,,,,
"clash-of-bravado-yellow","Clash of Bravado","Yellow","Mastery Pack: Guardian","MPG015",,,,0,,,,
"clash-of-bravado-yellow","Clash of Bravado","Yellow","Mastery Pack: Guardian","MPG015",,Rainbow,,0,,,,
"clash-of-chests-yellow","Clash of Chests","Yellow","Mastery Pack: Guardian","MPG048",,,,1,,,0,
"clash-of-chests-yellow","Clash of Chests","Yellow","Mastery Pack: Guardian","MPG048",,Rainbow,,0,,,0,
"clash-of-heads-yellow","Clash of Heads","Yellow","Mastery Pack: Guardian","MPG047",,,,3,,,0,
"clash-of-heads-yellow","Clash of Heads","Yellow","Mastery Pack: Guardian","MPG047",,Rainbow,,0,,,0,
"clash-of-legs-yellow","Clash of Legs","Yellow","Mastery Pack: Guardian","MPG050",,,,1,,,0,
"clash-of-legs-yellow","Clash of Legs","Yellow","Mastery Pack: Guardian","MPG050",,Rainbow,,0,,,0,
"clash-of-might-red","Clash of Might","Red","Kayo Silver Age Deck","SKA013",,,,,,,,
"clash-of-might-red","Clash of Might","Red","Heavy Hitters","HVY137",,,,2,,,0,
"clash-of-might-red","Clash of Might","Red","Heavy Hitters","HVY137",,Rainbow,,1,,,0,
"clash-of-might-yellow","Clash of Might","Yellow","Kayo Silver Age Deck","SKA022",,,,,,,,
"clash-of-might-yellow","Clash of Might","Yellow","Heavy Hitters","HVY138",,,,4,,,2,
"clash-of-might-yellow","Clash of Might","Yellow","Heavy Hitters","HVY138",,Rainbow,,1,,,0,
"clash-of-might-blue","Clash of Might","Blue","Heavy Hitters","HVY139",,,,4,,,1,
"clash-of-might-blue","Clash of Might","Blue","Heavy Hitters","HVY139",,Rainbow,,0,,,0,
"clash-of-might-blue","Clash of Might","Blue","Victor Blitz Deck","VIC020",,,,,,,,
"clash-of-mountains-red","Clash of Mountains","Red","Mastery Pack: Guardian","MPG061",,,,0,,,0,
"clash-of-mountains-red","Clash of Mountains","Red","Mastery Pack: Guardian","MPG061",,Rainbow,,3,,,0,
"clash-of-mountains-yellow","Clash of Mountains","Yellow","Mastery Pack: Guardian","MPG062",,,,3,,,0,
"clash-of-mountains-yellow","Clash of Mountains","Yellow","Mastery Pack: Guardian","MPG062",,Rainbow,,0,,,0,
"clash-of-mountains-blue","Clash of Mountains","Blue","Bravo Demo Deck","BDD012",,,,,,,,
"clash-of-mountains-blue","Clash of Mountains","Blue","Mastery Pack: Guardian","MPG063",,,,2,,,0,
"clash-of-mountains-blue","Clash of Mountains","Blue","Mastery Pack: Guardian","MPG063",,Rainbow,,1,,,0,
"clash-of-shields-yellow","Clash of Shields","Yellow","Mastery Pack: Guardian","MPG051",,,,3,,,0,
"clash-of-shields-yellow","Clash of Shields","Yellow","Mastery Pack: Guardian","MPG051",,Rainbow,,0,,,0,
"clash-of-vigor-red","Clash of Vigor","Red","Heavy Hitters","HVY177",,,,3,,,1,
"clash-of-vigor-red","Clash of Vigor","Red","Heavy Hitters","HVY177",,Rainbow,,1,,,0,
"clash-of-vigor-yellow","Clash of Vigor","Yellow","Heavy Hitters","HVY178",,,,5,,,2,
"clash-of-vigor-yellow","Clash of Vigor","Yellow","Heavy Hitters","HVY178",,Rainbow,,0,,,0,
"clash-of-vigor-blue","Clash of Vigor","Blue","Bravo Silver Age Deck","SBR026",,,,,,,,
"clash-of-vigor-blue","Clash of Vigor","Blue","Heavy Hitters","HVY179",,,,4,,,2,
"clash-of-vigor-blue","Clash of Vigor","Blue","Heavy Hitters","HVY179",,Rainbow,,1,,,0,
"clash-of-vigor-blue","Clash of Vigor","Blue","Victor Blitz Deck","VIC021",,,,,,,,
"claw-of-vynserakai","Claw of Vynserakai","","High Seas","SEA257",,,,1,,,0,
"claw-of-vynserakai","Claw of Vynserakai","","GEM","GEM034",,Cold,,,,,,
"cleansing-light-red","Cleansing Light","Red","Dusk till Dawn","DTD088",,,,5,,,3,
"cleansing-light-red","Cleansing Light","Red","Dusk till Dawn","DTD088",,Rainbow,,1,,,0,
"cleansing-light-yellow","Cleansing Light","Yellow","Dusk till Dawn","DTD089",,,,4,,,2,
"cleansing-light-yellow","Cleansing Light","Yellow","Dusk till Dawn","DTD089",,Rainbow,,1,,,0,
"cleansing-light-blue","Cleansing Light","Blue","Dusk till Dawn","DTD090",,,,3,,,0,
"cleansing-light-blue","Cleansing Light","Blue","Dusk till Dawn","DTD090",,Rainbow,,0,,,0,
"clear-conscience-red","Clear Conscience","Red","Omens of the Third Age","OMN041",,,,2,,,0,
"clear-conscience-red","Clear Conscience","Red","Omens of the Third Age","OMN041",,Rainbow,,0,,,0,
"clear-conscience-yellow","Clear Conscience","Yellow","Omens of the Third Age","OMN042",,,,2,,,0,
"clear-conscience-yellow","Clear Conscience","Yellow","Omens of the Third Age","OMN042",,Rainbow,,0,,,0,
"clear-conscience-blue","Clear Conscience","Blue","Armory Deck: Zyggy","AZS020",,,,,,,,
"clear-conscience-blue","Clear Conscience","Blue","Omens of the Third Age","OMN043",,,,3,,,0,
"clear-conscience-blue","Clear Conscience","Blue","Omens of the Third Age","OMN043",,Rainbow,,0,,,0,
"clearing-bellow-blue","Clearing Bellow","Blue","Armory Deck: Rhinar","ARR026",,,,,,,,
"clearing-bellow-blue","Clearing Bellow","Blue","Classic Battles: Rhinar vs Dorinthea","RVD025",,,,,,,,
"clearing-bellow-blue","Clearing Bellow","Blue","Promos","LGS147",,Rainbow,,,,,,
"clearwater-elixir-red","Clearwater Elixir","Red","Compendium of Rathe","PEN324",,,,3,,,0,
"clearwater-elixir-red","Clearwater Elixir","Red","Compendium of Rathe","PEN324",,Rainbow,,0,,,0,
"cleave-red","Cleave","Red","Dynasty","DYN071",,,,2,,,0,
"cleave-red","Cleave","Red","Dynasty","DYN071",,Rainbow,,1,,,0,
"clench-the-upper-hand-red","Clench the Upper Hand","Red","Super Slam","SUP101",,,,5,,,2,
"clench-the-upper-hand-red","Clench the Upper Hand","Red","Super Slam","SUP101",,Rainbow,,0,,,0,
"clench-the-upper-hand-yellow","Clench the Upper Hand","Yellow","Super Slam","SUP102",,,,4,,,2,
"clench-the-upper-hand-yellow","Clench the Upper Hand","Yellow","Super Slam","SUP102",,Rainbow,,1,,,0,
"clench-the-upper-hand-blue","Clench the Upper Hand","Blue","Super Slam","SUP103",,,,4,,,2,
"clench-the-upper-hand-blue","Clench the Upper Hand","Blue","Super Slam","SUP103",,Rainbow,,1,,,0,
"clip-flexor","Clip Flexor","","Mastery Pack: Warrior","MPW138",,,,,,,,
"clip-flexor","Clip Flexor","","Mastery Pack: Warrior","MPW138",,Cold,,,,,,
"cloak-of-darkness","Cloak of Darkness","","Dusk till Dawn","DTD166",,,,6,,,6,
"cloak-of-darkness","Cloak of Darkness","","Dusk till Dawn","DTD166",,Cold,,1,,,0,
"cloud-city-steamboat-red","Cloud City Steamboat","Red","High Seas","SEA015",,,,3,,,0,
"cloud-city-steamboat-red","Cloud City Steamboat","Red","High Seas","SEA015",,Rainbow,,0,,,0,
"cloud-city-steamboat-yellow","Cloud City Steamboat","Yellow","High Seas","SEA016",,,,3,,,2,
"cloud-city-steamboat-yellow","Cloud City Steamboat","Yellow","High Seas","SEA016",,Rainbow,,2,,,0,
"cloud-city-steamboat-blue","Cloud City Steamboat","Blue","High Seas","SEA017",,,,3,,,1,
"cloud-city-steamboat-blue","Cloud City Steamboat","Blue","High Seas","SEA017",,Rainbow,,1,,,0,
"cloud-cover-red","Cloud Cover","Red","Briar Silver Age Deck","SBA031",,,,,,,,
"cloud-cover-red","Cloud Cover","Red","Compendium of Rathe","PEN246",,,,2,,,0,
"cloud-cover-red","Cloud Cover","Red","Compendium of Rathe","PEN246",,Rainbow,,1,,,0,
"cloud-cover-yellow","Cloud Cover","Yellow","Compendium of Rathe","PEN247",,,,0,,,,
"cloud-cover-yellow","Cloud Cover","Yellow","Compendium of Rathe","PEN247",,Rainbow,,0,,,,
"cloud-cover-yellow","Cloud Cover","Yellow","1st Strike: Aurora","AUR023",,,,,,,,
"cloud-cover-blue","Cloud Cover","Blue","Compendium of Rathe","PEN248",,,,1,,,1,
"cloud-cover-blue","Cloud Cover","Blue","Compendium of Rathe","PEN248",,Rainbow,,3,,,0,
"cloud-skiff-red","Cloud Skiff","Red","High Seas","SEA024",,,,13,,,12,
"cloud-skiff-red","Cloud Skiff","Red","High Seas","SEA024",,Rainbow,,2,,,0,
"cloud-skiff-red","Cloud Skiff","Red","GEM","GEM041",,,Extended Art,2,,,,
"cloud-skiff-red","Cloud Skiff","Red","GEM","GEM041",,Rainbow,Extended Art,0,,,,
"cloud-skiff-yellow","Cloud Skiff","Yellow","High Seas","SEA025",,,,9,,,6,
"cloud-skiff-yellow","Cloud Skiff","Yellow","High Seas","SEA025",,Rainbow,,0,,,0,
"cloud-skiff-blue","Cloud Skiff","Blue","High Seas","SEA026",,,,7,,,4,
"cloud-skiff-blue","Cloud Skiff","Blue","High Seas","SEA026",,Rainbow,,0,,,0,
"coalescence-mirage-red","Coalescence Mirage","Red","Everfest","EVR144",First,,,8,,,5,
"coalescence-mirage-red","Coalescence Mirage","Red","Everfest","EVR144",First,Rainbow,,0,,,0,
"coalescence-mirage-yellow","Coalescence Mirage","Yellow","Everfest","EVR145",First,,,11,,,8,
"coalescence-mirage-yellow","Coalescence Mirage","Yellow","Everfest","EVR145",First,Rainbow,,0,,,0,
"coalescence-mirage-blue","Coalescence Mirage","Blue","Everfest","EVR146",First,,,10,,,9,
"coalescence-mirage-blue","Coalescence Mirage","Blue","Everfest","EVR146",First,Rainbow,,2,,,0,
"coat-of-allegiance","Coat of Allegiance","","The Hunted","HNT148",,,,10,,,9,
"coat-of-allegiance","Coat of Allegiance","","The Hunted","HNT148",,Cold,,0,,,0,
"coat-of-allegiance","Coat of Allegiance","","Fang Blitz Deck","FNG004",,,,,,,,
"coat-of-frost","Coat of Frost","","Tales of Aria","ELE145",Unlimited,,,7,,,6,
"coat-of-frost","Coat of Frost","","Tales of Aria","ELE145",Unlimited,Rainbow,,0,,,0,
"coat-of-frost","Coat of Frost","","Tales of Aria","ELE145",First,,,,,,,
"coat-of-frost","Coat of Frost","","Tales of Aria","ELE145",First,Cold,,,,,,
"coat-of-frost","Coat of Frost","","Oldhim Blitz Deck","OLD005",,,,,,,,
"coat-of-frost","Coat of Frost","","Promos","FAB105",,Gold,,,,,,
"coax-a-commotion-red","Coax a Commotion","Red","Round the Table: TCC x LSS","TCC055",,,,,,,,
"coax-a-commotion-red","Coax a Commotion","Red","History Pack 1","1HP359",,,,1,,,0,
"coax-a-commotion-red","Coax a Commotion","Red","Crucible of War","CRU180",Unlimited,,,2,,,0,
"coax-a-commotion-red","Coax a Commotion","Red","Crucible of War","CRU180",Unlimited,Rainbow,,0,,,0,
"coax-a-commotion-red","Coax a Commotion","Red","Crucible of War","CRU180",First,,,,,,,
"coax-a-commotion-red","Coax a Commotion","Red","Crucible of War","CRU180",First,Rainbow,,,,,,
"codex-of-bloodrot-yellow","Codex of Bloodrot","Yellow","Outsiders","OUT159",,,,0,,,,
"codex-of-bloodrot-yellow","Codex of Bloodrot","Yellow","Outsiders","OUT159",,Rainbow,,0,,,,
"codex-of-bloodrot-yellow","Codex of Bloodrot","Yellow","Outsiders","OUT159",,Cold,Alternate Art,,,,,
"codex-of-frailty-yellow","Codex of Frailty","Yellow","High Seas","SEA248",,,Alternate Art,,,,,
"codex-of-frailty-yellow","Codex of Frailty","Yellow","High Seas","SEA248",,Rainbow,Alternate Art,,,,,
"codex-of-frailty-yellow","Codex of Frailty","Yellow","Outsiders","OUT160",,,,0,,,,
"codex-of-frailty-yellow","Codex of Frailty","Yellow","Outsiders","OUT160",,Rainbow,,0,,,,
"codex-of-frailty-yellow","Codex of Frailty","Yellow","Outsiders","OUT160",,Cold,Alternate Art,,,,,
"codex-of-inertia-yellow","Codex of Inertia","Yellow","Outsiders","OUT161",,,,0,,,,
"codex-of-inertia-yellow","Codex of Inertia","Yellow","Outsiders","OUT161",,Rainbow,,0,,,,
"codex-of-inertia-yellow","Codex of Inertia","Yellow","Outsiders","OUT161",,Cold,Alternate Art,,,,,
"coercive-tendency-blue","Coercive Tendency","Blue","Heavy Hitters","HVY246",,,,1,,,0,
"coercive-tendency-blue","Coercive Tendency","Blue","Heavy Hitters","HVY246",,Rainbow,,0,,,0,
"cog-in-the-machine-red","Cog in the Machine","Red","High Seas","SEA013",,,,0,,,0,
"cog-in-the-machine-red","Cog in the Machine","Red","High Seas","SEA013",,Rainbow,,1,,,0,
"cognition-field-red","Cognition Field","Red","Bright Lights","EVO117",,,,4,,,2,
"cognition-field-red","Cognition Field","Red","Bright Lights","EVO117",,Rainbow,,1,,,0,
"cognition-field-yellow","Cognition Field","Yellow","Bright Lights","EVO118",,,,4,,,2,
"cognition-field-yellow","Cognition Field","Yellow","Bright Lights","EVO118",,Rainbow,,1,,,0,
"cognition-field-blue","Cognition Field","Blue","Bright Lights","EVO119",,,,2,,,0,
"cognition-field-blue","Cognition Field","Blue","Bright Lights","EVO119",,Rainbow,,1,,,0,
"cognition-nodes-blue","Cognition Nodes","Blue","History Pack 1","1HP200",,,,2,,,1,
"cognition-nodes-blue","Cognition Nodes","Blue","Arcane Rising","ARC018",Unlimited,,,2,,,0,
"cognition-nodes-blue","Cognition Nodes","Blue","Arcane Rising","ARC018",Unlimited,Rainbow,,1,,,0,
"cognition-nodes-blue","Cognition Nodes","Blue","Arcane Rising","ARC018",First,,,,,,,
"cognition-nodes-blue","Cognition Nodes","Blue","Arcane Rising","ARC018",First,Rainbow,,,,,,
"cogwerx-base-arms","Cogwerx Base Arms","","Bright Lights","EVO016",,,,9,,,8,
"cogwerx-base-arms","Cogwerx Base Arms","","Bright Lights","EVO016",,Cold,,0,,,0,
"cogwerx-base-chest","Cogwerx Base Chest","","Bright Lights","EVO015",,,,8,,,7,
"cogwerx-base-chest","Cogwerx Base Chest","","Bright Lights","EVO015",,Cold,,0,,,0,
"cogwerx-base-head","Cogwerx Base Head","","Bright Lights","EVO014",,,,7,,,7,
"cogwerx-base-head","Cogwerx Base Head","","Bright Lights","EVO014",,Cold,,2,,,1,
"cogwerx-base-legs","Cogwerx Base Legs","","Bright Lights","EVO017",,,,5,,,4,
"cogwerx-base-legs","Cogwerx Base Legs","","Bright Lights","EVO017",,Cold,,0,,,0,
"cogwerx-blunderbuss","Cogwerx Blunderbuss","","High Seas","SEA006",,,,12,,,11,
"cogwerx-blunderbuss","Cogwerx Blunderbuss","","GEM","GEM035",,Cold,,,,,,
"cogwerx-blunderbuss","Cogwerx Blunderbuss","","Promos","LGS396",,Rainbow,,,,,,
"cogwerx-dovetail-red","Cogwerx Dovetail","Red","High Seas","SEA011",,,,0,,,,
"cogwerx-dovetail-red","Cogwerx Dovetail","Red","High Seas","SEA011",,Rainbow,,0,,,,
"cogwerx-tinker-rings","Cogwerx Tinker Rings","","High Seas","SEA008",,Rainbow,,0,,,,
"cogwerx-tinker-rings","Cogwerx Tinker Rings","","High Seas","SEA008",,Cold,Extended Art,,,,,
"cogwerx-tinker-rings","Cogwerx Tinker Rings","","Promos","FAB336",,Gold,Extended Art,,,,,
"cogwerx-workshop-blue","Cogwerx Workshop","Blue","High Seas","SEA014",,,,1,,,0,
"cogwerx-workshop-blue","Cogwerx Workshop","Blue","High Seas","SEA014",,Rainbow,,0,,,0,
"cogwerx-zeppelin-red","Cogwerx Zeppelin","Red","High Seas","SEA018",,,,3,,,1,
"cogwerx-zeppelin-red","Cogwerx Zeppelin","Red","High Seas","SEA018",,Rainbow,,1,,,0,
"cogwerx-zeppelin-yellow","Cogwerx Zeppelin","Yellow","High Seas","SEA019",,,,4,,,2,
"cogwerx-zeppelin-yellow","Cogwerx Zeppelin","Yellow","High Seas","SEA019",,Rainbow,,1,,,0,
"cogwerx-zeppelin-blue","Cogwerx Zeppelin","Blue","High Seas","SEA020",,,,6,,,3,
"cogwerx-zeppelin-blue","Cogwerx Zeppelin","Blue","High Seas","SEA020",,Rainbow,,0,,,0,
"cold-snap-red","Cold Snap","Red","Uprising","UPR147",,,,3,,,0,
"cold-snap-red","Cold Snap","Red","Uprising","UPR147",,Rainbow,,0,,,0,
"cold-snap-yellow","Cold Snap","Yellow","Uprising","UPR148",,,,4,,,1,
"cold-snap-yellow","Cold Snap","Yellow","Uprising","UPR148",,Rainbow,,0,,,0,
"cold-snap-blue","Cold Snap","Blue","Iyslander Silver Age Deck","SIY024",,,,,,,,
"cold-snap-blue","Cold Snap","Blue","Uprising","UPR149",,,,4,,,4,
"cold-snap-blue","Cold Snap","Blue","Uprising","UPR149",,Rainbow,,3,,,0,
"cold-wave-red","Cold Wave","Red","Tales of Aria","ELE038",Unlimited,,,4,,,1,
"cold-wave-red","Cold Wave","Red","Tales of Aria","ELE038",Unlimited,Rainbow,,0,,,0,
"cold-wave-red","Cold Wave","Red","Tales of Aria","ELE038",First,,,,,,,
"cold-wave-red","Cold Wave","Red","Tales of Aria","ELE038",First,Rainbow,,,,,,
"cold-wave-yellow","Cold Wave","Yellow","Tales of Aria","ELE039",Unlimited,,,1,,,0,
"cold-wave-yellow","Cold Wave","Yellow","Tales of Aria","ELE039",Unlimited,Rainbow,,1,,,0,
"cold-wave-yellow","Cold Wave","Yellow","Tales of Aria","ELE039",First,,,,,,,
"cold-wave-yellow","Cold Wave","Yellow","Tales of Aria","ELE039",First,Rainbow,,,,,,
"cold-wave-blue","Cold Wave","Blue","Tales of Aria","ELE040",Unlimited,,,4,,,1,
"cold-wave-blue","Cold Wave","Blue","Tales of Aria","ELE040",Unlimited,Rainbow,,0,,,0,
"cold-wave-blue","Cold Wave","Blue","Tales of Aria","ELE040",First,,,,,,,
"cold-wave-blue","Cold Wave","Blue","Tales of Aria","ELE040",First,Rainbow,,,,,,
"collapsing-trap-blue","Collapsing Trap","Blue","Outsiders","OUT103",,,,0,,,,
"collapsing-trap-blue","Collapsing Trap","Blue","Outsiders","OUT103",,Rainbow,,0,,,,
